,location,total_sqft,bath,price,bhk
582,BTM 2nd Stage,2200.0,3.0,220.0,3
583,BTM 2nd Stage,2780.0,4.0,325.0,3
584,BTM 2nd Stage,2400.0,2.0,360.0,3
587,BTM 2nd Stage,1750.0,3.0,172.0,3
592,BTM 2nd Stage,1265.0,2.0,55.0,3
593,BTM 2nd Stage,2500.0,3.0,345.0,3
580,BTM 2nd Stage,2990.0,5.0,416.0,5
604,BTM Layout,450.0,1.0,20.0,1
594,BTM Layout,1150.0,2.0,63.0,2
599,BTM Layout,935.0,2.0,51.5,2
600,BTM Layout,1020.0,2.0,46.5,2
605,BTM Layout,1196.0,2.0,56.81,2
596,BTM Layout,1450.0,2.0,81.0,3
597,BTM Layout,1776.0,2.0,75.0,3
598,BTM Layout,1458.0,3.0,79.0,3
601,BTM Layout,1600.0,3.0,112.0,3
602,BTM Layout,1300.0,2.0,75.0,3
603,BTM Layout,1540.0,2.0,78.0,3
606,BTM Layout,1470.0,2.0,99.0,3
595,BTM Layout,3300.0,6.0,165.0,6
612,Babusapalaya,1141.0,2.0,46.0,2
613,Babusapalaya,1500.0,2.0,57.0,2
615,Babusapalaya,1050.0,2.0,45.0,2
616,Babusapalaya,1141.0,2.0,45.9,2
619,Babusapalaya,1105.0,2.0,40.0,2
621,Babusapalaya,1450.0,2.0,55.99,2
622,Babusapalaya,1100.0,2.0,38.0,2
624,Babusapalaya,1061.0,2.0,33.84,2
625,Babusapalaya,1061.0,2.0,38.95,2
626,Babusapalaya,1061.0,2.0,34.0,2
627,Babusapalaya,1245.0,2.0,58.0,2
629,Badavala Nagar,1274.0,2.0,81.0,2
632,Badavala Nagar,1274.0,2.0,81.0,2
640,Balagere,790.5,1.0,41.9,1
649,Balagere,675.0,1.0,45.0,1
650,Balagere,656.0,1.0,43.0,1
658,Balagere,645.0,1.0,34.18,1
661,Balagere,790.5,1.0,42.295,1
663,Balagere,656.0,1.0,38.77,1
664,Balagere,645.0,1.0,39.0,1
665,Balagere,645.0,1.0,41.0,1
667,Balagere,656.0,1.0,34.77,1
637,Balagere,1210.0,2.0,80.9,2
638,Balagere,1210.0,2.0,72.0,2
639,Balagere,1205.0,2.0,78.5,2
641,Balagere,1145.0,2.0,65.0,2
642,Balagere,1012.0,2.0,54.59,2
643,Balagere,1020.07,2.0,68.38,2
644,Balagere,1205.47,2.0,81.0,2
645,Balagere,1007.0,2.0,65.0,2
646,Balagere,1205.0,2.0,70.0,2
647,Balagere,1210.0,2.0,74.0,2
648,Balagere,1210.0,2.0,83.0,2
651,Balagere,1012.0,2.0,54.59,2
652,Balagere,1012.0,2.0,64.0,2
653,Balagere,1007.0,2.0,62.0,2
654,Balagere,1007.0,2.0,67.0,2
655,Balagere,1007.0,2.0,66.0,2
656,Balagere,1205.0,2.0,63.86,2
657,Balagere,1012.0,2.0,53.58,2
659,Balagere,1007.0,2.0,53.0,2
660,Balagere,1210.0,2.0,69.0,2
662,Balagere,1012.0,2.0,65.0,2
666,Balagere,1210.0,2.0,82.0,2
668,Balagere,1205.0,2.0,73.87,2
669,Balagere,1012.0,2.0,70.0,2
670,Balagere,1007.0,2.0,68.0,2
671,Balagere,1205.0,2.0,67.0,2
672,Balagere,1205.0,2.0,79.0,2
673,Balagere,1012.0,2.0,68.0,2
695,Banashankari,2400.0,1.0,200.0,1
706,Banashankari,720.0,1.0,60.0,1
674,Banashankari,1200.0,2.0,42.0,3
676,Banashankari,1470.0,2.0,88.64,3
677,Banashankari,1300.0,2.0,75.0,3
678,Banashankari,1800.0,3.0,115.0,3
680,Banashankari,1340.0,2.0,53.6,3
682,Banashankari,2600.0,4.0,135.0,3
683,Banashankari,1900.0,2.0,170.0,3
687,Banashankari,1350.0,2.0,83.0,3
688,Banashankari,1425.0,3.0,49.88,3
690,Banashankari,1400.0,2.0,78.0,3
691,Banashankari,1700.0,3.0,125.0,3
700,Banashankari,2582.0,5.0,250.0,3
702,Banashankari,1650.0,3.0,101.0,3
703,Banashankari,1300.0,2.0,55.0,3
712,Banashankari,1650.0,3.0,90.75,3
713,Banashankari,1650.0,3.0,101.0,3
717,Banashankari,1372.0,2.0,48.02,3
718,Banashankari,1540.0,3.0,80.0,3
720,Banashankari,1683.0,3.0,115.0,3
721,Banashankari,1800.0,3.0,125.0,3
723,Banashankari,1750.0,2.0,89.0,3
724,Banashankari,1800.0,3.0,175.0,3
726,Banashankari,1770.0,3.0,108.0,3
727,Banashankari,1800.0,3.0,125.0,3
728,Banashankari,1200.0,2.0,42.0,3
729,Banashankari,1420.0,3.0,66.0,3
730,Banashankari,1200.0,3.0,74.52,3
734,Banashankari,1340.0,2.0,53.6,3
735,Banashankari,1426.0,3.0,85.0,3
736,Banashankari Stage II,1700.0,2.0,150.0,2
740,Banashankari Stage II,1250.0,2.0,110.0,2
743,Banashankari Stage II,1400.0,2.0,100.0,2
747,Banashankari Stage II,1245.0,2.0,125.0,2
737,Banashankari Stage II,1500.0,2.0,120.0,3
739,Banashankari Stage II,1240.0,2.0,59.52,3
741,Banashankari Stage II,1260.0,2.0,95.0,3
742,Banashankari Stage II,2400.0,2.0,300.0,3
745,Banashankari Stage II,3000.0,3.0,450.0,3
746,Banashankari Stage II,1200.0,2.0,198.0,3
738,Banashankari Stage II,2400.0,3.0,510.0,5
744,Banashankari Stage II,2800.0,3.0,425.0,5
749,Banashankari Stage III,1145.0,2.0,58.4,2
756,Banashankari Stage III,1200.0,2.0,42.0,2
760,Banashankari Stage III,1304.0,2.0,111.0,2
762,Banashankari Stage III,1085.0,2.0,50.0,2
751,Banashankari Stage III,2400.0,4.0,240.0,4
753,Banashankari Stage III,2000.0,4.0,100.0,4
764,Banashankari Stage III,2100.0,3.0,147.0,4
761,Banashankari Stage III,3000.0,6.0,150.0,6
768,Banashankari Stage V,1035.0,2.0,35.77,2
776,Banashankari Stage V,920.0,2.0,41.5,2
777,Banashankari Stage VI,1177.5,2.0,59.935,2
779,Banashankari Stage VI,1160.0,2.0,59.0,2
780,Banashankari Stage VI,1180.0,2.0,59.47,2
785,Banaswadi,1184.0,2.0,53.0,2
786,Banaswadi,1145.0,2.0,55.0,2
787,Banaswadi,1250.0,2.0,60.0,2
788,Banaswadi,1365.0,2.0,73.0,2
790,Banaswadi,1222.0,2.0,80.0,2
791,Banaswadi,870.0,2.0,38.0,2
792,Banaswadi,1200.0,2.0,60.0,2
794,Banaswadi,1340.0,2.0,73.0,2
795,Banaswadi,1008.0,2.0,52.0,2
796,Banaswadi,1105.0,2.0,57.0,2
789,Banaswadi,1903.0,6.0,140.0,5
797,Banjara Layout,1200.0,2.0,70.0,2
798,Banjara Layout,1050.0,2.0,64.8,2
803,Bannerghatta,1100.0,2.0,66.0,2
805,Bannerghatta,1113.0,2.0,70.0,2
806,Bannerghatta,1200.0,2.0,73.2,2
807,Bannerghatta,1070.0,2.0,87.0,2
801,Bannerghatta,1665.0,3.0,110.0,3
802,Bannerghatta,2370.0,4.0,195.0,3
808,Bannerghatta,1776.0,3.0,124.0,3
809,Bannerghatta,1776.0,3.0,150.0,3
800,Bannerghatta,3012.0,6.0,250.0,4
804,Bannerghatta,2895.5,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",246.0,4
810,Bannerghatta Road,500.0,1.0,18.5,1
813,Bannerghatta Road,595.0,1.0,33.32,1
831,Bannerghatta Road,595.0,1.0,31.83,1
895,Bannerghatta Road,630.0,1.0,35.0,1
930,Bannerghatta Road,700.0,1.0,31.2,1
811,Bannerghatta Road,1050.0,2.0,65.0,2
819,Bannerghatta Road,1179.0,2.0,66.02,2
820,Bannerghatta Road,1122.5,2.0,58.935,2
821,Bannerghatta Road,793.0,2.0,45.0,2
823,Bannerghatta Road,1400.0,2.0,78.0,2
825,Bannerghatta Road,1215.0,2.0,50.0,2
827,Bannerghatta Road,1181.0,2.0,55.0,2
829,Bannerghatta Road,1200.0,2.0,75.0,2
832,Bannerghatta Road,1105.0,2.0,51.0,2
833,Bannerghatta Road,1255.0,2.0,65.26,2
838,Bannerghatta Road,912.0,2.0,55.0,2
839,Bannerghatta Road,1218.0,2.0,73.0,2
841,Bannerghatta Road,1115.0,2.0,65.12,2
845,Bannerghatta Road,1275.0,2.0,65.0,2
846,Bannerghatta Road,892.0,2.0,39.0,2
848,Bannerghatta Road,1260.0,2.0,70.0,2
850,Bannerghatta Road,1157.0,2.0,40.0,2
851,Bannerghatta Road,1150.0,2.0,65.0,2
853,Bannerghatta Road,1100.0,2.0,39.0,2
858,Bannerghatta Road,950.0,2.0,38.0,2
859,Bannerghatta Road,1220.0,2.0,80.0,2
860,Bannerghatta Road,1130.0,2.0,78.0,2
864,Bannerghatta Road,1015.0,2.0,48.0,2
865,Bannerghatta Road,1115.0,2.0,61.0,2
866,Bannerghatta Road,1136.0,2.0,48.0,2
870,Bannerghatta Road,1302.5,2.0,67.73,2
871,Bannerghatta Road,1200.0,2.0,65.0,2
872,Bannerghatta Road,1240.0,2.0,65.0,2
877,Bannerghatta Road,1268.0,2.0,69.0,2
882,Bannerghatta Road,960.0,2.0,58.0,2
884,Bannerghatta Road,1275.0,2.0,73.0,2
886,Bannerghatta Road,1240.0,2.0,71.0,2
888,Bannerghatta Road,1215.0,2.0,68.0,2
889,Bannerghatta Road,1215.0,2.0,68.0,2
893,Bannerghatta Road,1280.0,2.0,60.16,2
896,Bannerghatta Road,1215.0,2.0,68.0,2
898,Bannerghatta Road,1115.0,2.0,78.0,2
902,Bannerghatta Road,1247.0,2.0,47.39,2
903,Bannerghatta Road,1237.5,2.0,49.49,2
905,Bannerghatta Road,905.0,2.0,65.0,2
906,Bannerghatta Road,1000.0,2.0,50.0,2
908,Bannerghatta Road,1012.0,2.0,45.0,2
911,Bannerghatta Road,1340.0,2.0,85.0,2
915,Bannerghatta Road,1115.0,2.0,61.0,2
916,Bannerghatta Road,1154.0,2.0,47.0,2
917,Bannerghatta Road,1000.0,2.0,44.5,2
918,Bannerghatta Road,1250.0,2.0,48.0,2
921,Bannerghatta Road,1012.0,2.0,44.0,2
926,Bannerghatta Road,1200.0,2.0,78.0,2
933,Bannerghatta Road,905.0,2.0,58.0,2
938,Bannerghatta Road,1270.0,2.0,45.0,2
943,Bannerghatta Road,1122.5,2.0,61.74,2
945,Bannerghatta Road,1206.0,2.0,53.0,2
946,Bannerghatta Road,1150.0,2.0,55.0,2
947,Bannerghatta Road,1215.0,2.0,65.0,2
949,Bannerghatta Road,1022.0,2.0,35.0,2
950,Bannerghatta Road,1246.0,2.0,47.35,2
952,Bannerghatta Road,1160.0,2.0,45.0,2
953,Bannerghatta Road,970.0,2.0,57.0,2
812,Bannerghatta Road,1170.0,2.0,66.0,3
814,Bannerghatta Road,1445.0,3.0,95.0,3
815,Bannerghatta Road,1640.0,2.0,120.0,3
817,Bannerghatta Road,1460.0,2.0,90.0,3
818,Bannerghatta Road,1556.0,2.0,59.13,3
822,Bannerghatta Road,1484.0,3.0,52.5,3
826,Bannerghatta Road,1654.0,3.0,100.0,3
828,Bannerghatta Road,1460.0,2.0,72.0,3
830,Bannerghatta Road,1760.0,3.0,67.0,3
834,Bannerghatta Road,1550.0,3.0,78.0,3
835,Bannerghatta Road,1550.0,3.0,82.0,3
836,Bannerghatta Road,1550.0,2.0,75.0,3
837,Bannerghatta Road,1650.0,3.0,122.0,3
840,Bannerghatta Road,1427.0,2.0,48.51,3
842,Bannerghatta Road,1344.0,2.0,42.0,3
843,Bannerghatta Road,1893.0,3.0,100.0,3
844,Bannerghatta Road,1600.0,3.0,95.0,3
847,Bannerghatta Road,1880.0,3.0,95.0,3
849,Bannerghatta Road,1788.0,3.0,90.0,3
854,Bannerghatta Road,1400.0,3.0,68.0,3
855,Bannerghatta Road,1725.0,3.0,110.0,3
857,Bannerghatta Road,9000.0,4.0,390.0,3
861,Bannerghatta Road,1350.0,2.0,51.0,3
862,Bannerghatta Road,1486.0,3.0,83.22,3
863,Bannerghatta Road,1460.0,2.0,75.0,3
868,Bannerghatta Road,1200.0,2.0,69.0,3
869,Bannerghatta Road,1465.0,2.0,76.0,3
873,Bannerghatta Road,1476.0,3.0,125.0,3
874,Bannerghatta Road,1100.0,2.0,52.0,3
875,Bannerghatta Road,1532.5,3.0,84.29,3
876,Bannerghatta Road,1465.0,2.0,45.87,3
878,Bannerghatta Road,1450.0,2.0,87.0,3
880,Bannerghatta Road,1450.0,3.0,44.0,3
881,Bannerghatta Road,1625.0,2.0,75.0,3
883,Bannerghatta Road,1750.0,3.0,130.0,3
885,Bannerghatta Road,1430.0,3.0,59.0,3
887,Bannerghatta Road,1305.0,2.0,60.0,3
890,Bannerghatta Road,1894.0,3.0,115.0,3
891,Bannerghatta Road,1655.0,2.0,62.89,3
892,Bannerghatta Road,1693.0,3.0,89.0,3
897,Bannerghatta Road,1365.0,3.0,76.18,3
899,Bannerghatta Road,1532.5,3.0,79.465,3
900,Bannerghatta Road,1535.0,3.0,60.0,3
901,Bannerghatta Road,1655.0,3.0,90.0,3
904,Bannerghatta Road,1650.0,3.0,94.0,3
909,Bannerghatta Road,1725.0,3.0,85.0,3
910,Bannerghatta Road,1460.0,2.0,80.0,3
912,Bannerghatta Road,1711.0,3.0,125.0,3
913,Bannerghatta Road,1520.0,2.0,81.0,3
914,Bannerghatta Road,2826.0,3.0,148.0,3
919,Bannerghatta Road,1640.0,3.0,105.0,3
920,Bannerghatta Road,1656.0,2.0,62.93,3
922,Bannerghatta Road,1527.0,3.0,115.0,3
923,Bannerghatta Road,1660.0,3.0,85.0,3
924,Bannerghatta Road,1880.0,3.0,96.5,3
925,Bannerghatta Road,1550.0,3.0,96.0,3
927,Bannerghatta Road,1885.0,3.0,125.0,3
928,Bannerghatta Road,1453.0,2.0,73.0,3
929,Bannerghatta Road,1450.0,2.0,78.0,3
931,Bannerghatta Road,1630.0,3.0,68.0,3
932,Bannerghatta Road,1400.0,3.0,69.0,3
934,Bannerghatta Road,1465.0,2.0,75.0,3
935,Bannerghatta Road,1920.0,3.0,122.0,3
937,Bannerghatta Road,1660.0,3.0,80.0,3
939,Bannerghatta Road,1520.0,2.0,80.0,3
940,Bannerghatta Road,1270.0,2.0,73.0,3
941,Bannerghatta Road,1846.0,3.0,120.0,3
944,Bannerghatta Road,1655.0,3.0,95.0,3
948,Bannerghatta Road,1510.0,2.0,110.0,3
951,Bannerghatta Road,1470.0,2.0,85.0,3
954,Bannerghatta Road,1527.0,3.0,142.0,3
816,Bannerghatta Road,1380.0,3.0,58.0,4
852,Bannerghatta Road,10000.0,4.0,450.0,4
867,Bannerghatta Road,2700.0,4.0,260.0,4
879,Bannerghatta Road,2932.0,5.0,195.0,4
894,Bannerghatta Road,3230.0,5.0,165.0,4
907,Bannerghatta Road,2185.0,3.0,120.0,4
936,Bannerghatta Road,2400.0,4.0,180.0,4
942,Bannerghatta Road,3000.0,4.0,140.0,4
856,Bannerghatta Road,1850.0,6.0,150.0,6
957,Basavangudi,1036.0,2.0,105.0,2
960,Basavangudi,1560.0,2.0,145.0,2
963,Basavangudi,1100.0,2.0,93.0,2
965,Basavangudi,1050.0,2.0,103.0,2
968,Basavangudi,1180.0,2.0,124.0,2
970,Basavangudi,1200.0,2.0,120.0,2
958,Basavangudi,2600.0,4.0,260.0,4
972,Basavangudi,2453.0,3.0,250.0,4
976,Basaveshwara Nagar,1200.0,2.0,90.0,2
978,Basaveshwara Nagar,1200.0,2.0,80.0,2
979,Basaveshwara Nagar,900.0,2.0,60.0,2
981,Basaveshwara Nagar,1200.0,2.0,85.0,2
982,Basaveshwara Nagar,1200.0,2.0,70.0,2
974,Basaveshwara Nagar,1865.0,3.0,145.0,3
980,Basaveshwara Nagar,1900.0,3.0,150.0,3
973,Basaveshwara Nagar,4500.0,5.0,415.0,5
977,Basaveshwara Nagar,2400.0,4.0,310.0,5
975,Basaveshwara Nagar,2460.0,7.0,350.0,7
983,Battarahalli,1200.0,2.0,65.0,2
985,Battarahalli,1300.0,2.0,50.0,2
988,Battarahalli,1135.0,2.0,43.0,2
989,Battarahalli,1276.0,2.0,45.0,2
991,Battarahalli,1071.0,2.0,62.0,2
992,Battarahalli,1165.0,2.0,43.0,2
993,Battarahalli,1636.0,2.0,82.89,2
996,Battarahalli,1090.0,2.0,38.37,2
999,Battarahalli,1097.0,2.0,49.0,2
984,Battarahalli,1779.0,3.0,89.61,3
986,Battarahalli,1945.0,3.0,97.42,3
987,Battarahalli,1777.0,3.0,100.0,3
990,Battarahalli,1880.0,3.0,94.36,3
994,Battarahalli,1779.0,3.0,90.0,3
995,Battarahalli,1516.0,3.0,65.0,3
997,Battarahalli,2082.0,3.0,104.0,3
998,Battarahalli,2024.0,3.0,103.0,3
1007,Begur,1100.0,2.0,55.0,2
1008,Begur,1306.0,2.0,65.0,2
1011,Begur,815.0,2.0,40.0,2
1013,Begur Road,1200.0,2.0,44.0,2
1014,Begur Road,1200.0,2.0,46.8,2
1015,Begur Road,1160.0,2.0,44.0,2
1019,Begur Road,1200.0,2.0,43.2,2
1020,Begur Road,1160.0,2.0,44.08,2
1021,Begur Road,1200.0,2.0,45.0,2
1024,Begur Road,1200.0,2.0,37.8,2
1025,Begur Road,1160.0,2.0,40.59,2
1026,Begur Road,1260.0,2.0,46.62,2
1029,Begur Road,1160.0,2.0,36.0,2
1031,Begur Road,1160.0,2.0,42.0,2
1032,Begur Road,1240.0,2.0,39.06,2
1033,Begur Road,1200.0,2.0,45.0,2
1038,Begur Road,1170.0,2.0,46.0,2
1039,Begur Road,1160.0,2.0,42.92,2
1043,Begur Road,1160.0,2.0,42.0,2
1046,Begur Road,1200.0,2.0,45.0,2
1047,Begur Road,1200.0,2.0,42.6,2
1048,Begur Road,1160.0,2.0,42.0,2
1049,Begur Road,1334.0,2.0,42.69,2
1051,Begur Road,1200.0,2.0,45.6,2
1052,Begur Road,1215.0,2.0,43.13,2
1053,Begur Road,1160.0,2.0,36.54,2
1055,Begur Road,1200.0,2.0,44.4,2
1057,Begur Road,1260.0,2.0,39.69,2
1059,Begur Road,1160.0,2.0,44.0,2
1061,Begur Road,952.0,2.0,42.0,2
1064,Begur Road,1200.0,2.0,42.0,2
1065,Begur Road,1240.0,2.0,45.88,2
1068,Begur Road,1200.0,2.0,44.0,2
1070,Begur Road,1100.0,2.0,42.6,2
1072,Begur Road,1200.0,2.0,44.4,2
1073,Begur Road,1160.0,2.0,36.54,2
1074,Begur Road,1215.0,2.0,43.75,2
1075,Begur Road,1200.0,2.0,44.73,2
1076,Begur Road,1160.0,2.0,42.0,2
1016,Begur Road,1584.0,3.0,65.0,3
1017,Begur Road,1500.0,2.0,54.0,3
1018,Begur Road,1615.0,3.0,59.76,3
1022,Begur Road,1615.0,3.0,60.0,3
1023,Begur Road,1410.0,2.0,53.0,3
1027,Begur Road,1600.0,3.0,58.14,3
1028,Begur Road,1410.0,2.0,44.42,3
1030,Begur Road,1500.0,2.0,70.0,3
1034,Begur Road,1500.0,2.0,55.0,3
1035,Begur Road,1410.0,2.0,52.17,3
1036,Begur Road,1615.0,3.0,58.0,3
1037,Begur Road,1583.0,3.0,74.4,3
1040,Begur Road,1410.0,2.0,52.17,3
1041,Begur Road,1410.0,2.0,50.06,3
1042,Begur Road,1565.0,2.0,59.76,3
1044,Begur Road,1400.0,2.0,50.06,3
1045,Begur Road,1410.0,2.0,53.58,3
1050,Begur Road,1565.0,2.0,57.91,3
1054,Begur Road,1615.0,3.0,50.87,3
1056,Begur Road,1565.0,2.0,49.3,3
1060,Begur Road,1410.0,2.0,49.34,3
1062,Begur Road,1565.0,2.0,56.34,3
1063,Begur Road,1565.0,2.0,56.0,3
1066,Begur Road,1200.0,3.0,50.0,3
1067,Begur Road,1410.0,2.0,44.42,3
1069,Begur Road,1500.0,2.0,47.25,3
1071,Begur Road,1565.0,2.0,57.91,3
1077,Begur Road,1410.0,2.0,54.99,3
1058,Begur Road,2464.5,6.0,118.0,4
1138,Bellandur,950.0,1.0,40.0,1
1079,Bellandur,1205.0,2.0,66.0,2
1080,Bellandur,1250.0,2.0,76.0,2
1081,Bellandur,1000.0,2.0,50.0,2
1082,Bellandur,1281.0,2.0,74.0,2
1083,Bellandur,921.0,2.0,40.0,2
1089,Bellandur,1220.0,2.0,60.0,2
1090,Bellandur,1299.0,2.0,82.0,2
1091,Bellandur,900.0,2.0,56.0,2
1092,Bellandur,1350.0,2.0,79.0,2
1093,Bellandur,1286.0,2.0,57.0,2
1094,Bellandur,1457.0,2.0,85.0,2
1095,Bellandur,1195.0,2.0,51.0,2
1096,Bellandur,1050.0,2.0,72.0,2
1097,Bellandur,1310.0,2.0,72.0,2
1099,Bellandur,1051.0,2.0,60.0,2
1101,Bellandur,1060.0,2.0,65.0,2
1102,Bellandur,1100.0,2.0,62.0,2
1104,Bellandur,982.0,2.0,55.0,2
1105,Bellandur,1205.0,2.0,59.0,2
1106,Bellandur,1063.0,2.0,58.0,2
1107,Bellandur,1201.0,2.0,59.99,2
1108,Bellandur,1325.0,2.0,65.0,2
1109,Bellandur,1281.0,2.0,87.0,2
1111,Bellandur,1200.0,2.0,52.0,2
1113,Bellandur,1088.0,2.0,48.0,2
1114,Bellandur,1310.0,2.0,85.0,2
1115,Bellandur,1465.0,3.0,90.0,2
1118,Bellandur,1150.0,2.0,69.44,2
1120,Bellandur,1410.0,3.0,92.0,2
1121,Bellandur,1015.0,2.0,60.0,2
1126,Bellandur,1049.0,2.0,51.0,2
1128,Bellandur,1211.0,2.0,63.0,2
1131,Bellandur,1200.0,2.0,62.0,2
1136,Bellandur,960.0,2.0,48.0,2
1139,Bellandur,850.0,2.0,45.0,2
1140,Bellandur,1454.0,2.0,90.0,2
1142,Bellandur,1195.0,2.0,52.0,2
1144,Bellandur,1260.0,2.0,83.5,2
1146,Bellandur,1047.0,2.0,75.0,2
1084,Bellandur,2025.0,4.0,109.0,4
1117,Bellandur,3600.0,4.0,245.0,4
1151,Benson Town,1300.0,2.0,120.0,2
1152,Benson Town,1567.0,3.0,140.0,2
1155,Benson Town,1688.12,2.0,270.0,2
1157,Benson Town,1688.0,2.0,280.0,2
1147,Benson Town,3200.0,4.0,350.0,3
1149,Benson Town,1750.0,3.0,150.0,3
1150,Benson Town,2850.0,4.0,470.0,3
1156,Benson Town,1805.0,3.0,280.0,3
1148,Benson Town,4460.0,5.0,650.0,4
1153,Benson Town,3633.0,6.0,550.0,4
1154,Benson Town,3569.0,4.0,600.0,4
1158,Bharathi Nagar,1322.0,2.0,68.0,2
1159,Bharathi Nagar,1351.0,2.0,70.0,2
1160,Bharathi Nagar,1384.0,2.0,59.0,2
1161,Bharathi Nagar,1351.0,2.0,74.0,2
1162,Bharathi Nagar,1432.0,2.0,68.0,2
1164,Bharathi Nagar,1349.0,2.0,56.7,2
1165,Bharathi Nagar,1328.0,2.0,69.0,2
1166,Bharathi Nagar,1300.0,2.0,55.86,2
1170,Bhoganhalli,1444.0,2.0,75.97,2
1171,Bhoganhalli,1447.0,2.0,75.97,2
1173,Bhoganhalli,1447.0,2.0,75.97,2
1180,Bhoganhalli,1447.0,2.0,75.97,2
1183,Bhoganhalli,1447.0,2.0,75.97,2
1188,Bhoganhalli,1444.0,2.0,75.97,2
1189,Bhoganhalli,1205.0,2.0,64.47,2
1190,Bhoganhalli,1447.0,2.0,75.97,2
1193,Bhoganhalli,1205.0,2.0,68.32,2
1194,Bhoganhalli,1260.0,2.0,69.9,2
1198,Bhoganhalli,970.0,2.0,52.5,2
1200,Bhoganhalli,1277.0,2.0,79.89,2
1167,Bhoganhalli,1670.0,3.0,99.0,3
1169,Bhoganhalli,1718.0,3.0,90.2,3
1172,Bhoganhalli,1700.0,3.0,126.0,3
1175,Bhoganhalli,1610.0,3.0,84.53,3
1178,Bhoganhalli,1760.0,3.0,127.0,3
1181,Bhoganhalli,1949.0,3.0,129.0,3
1182,Bhoganhalli,1760.0,3.0,128.0,3
1185,Bhoganhalli,1395.0,2.0,70.0,3
1187,Bhoganhalli,1458.0,3.0,78.45,3
1196,Bhoganhalli,1707.0,3.0,115.0,3
1197,Bhoganhalli,1610.0,3.0,84.53,3
1199,Bhoganhalli,1718.0,3.0,90.2,3
1202,Bhoganhalli,1703.0,3.0,120.0,3
1204,Billekahalli,1125.0,2.0,62.0,2
1206,Billekahalli,1090.0,2.0,52.0,2
1207,Billekahalli,1112.0,2.0,62.0,2
1210,Billekahalli,950.0,2.0,58.11,2
1211,Billekahalli,1360.0,2.0,110.0,2
1212,Billekahalli,1125.0,2.0,65.0,2
1213,Billekahalli,950.0,2.0,56.0,2
1203,Billekahalli,1935.0,3.0,110.0,3
1205,Billekahalli,1650.0,3.0,88.0,3
1208,Billekahalli,2400.0,3.0,150.0,3
1209,Billekahalli,2968.0,3.0,225.0,3
1214,Billekahalli,1290.0,3.0,62.0,3
1215,Billekahalli,1805.0,3.0,134.0,3
1217,Binny Pete,665.0,1.0,50.75,1
1221,Binny Pete,660.0,1.0,54.0,1
1222,Binny Pete,665.0,1.0,46.08,1
1223,Binny Pete,660.0,1.0,62.0,1
1216,Binny Pete,1755.0,3.0,122.0,3
1218,Binny Pete,2465.0,5.0,234.0,3
1226,Binny Pete,1795.0,3.0,139.0,3
1227,Binny Pete,1740.0,3.0,150.0,3
1228,Binny Pete,1970.0,3.0,164.0,3
1230,Binny Pete,1516.0,3.0,147.0,3
1238,Bisuvanahalli,845.0,2.0,33.0,2
1240,Bisuvanahalli,845.0,2.0,37.0,2
1243,Bisuvanahalli,845.0,2.0,29.0,2
1245,Bisuvanahalli,850.0,1.0,32.0,2
1250,Bisuvanahalli,845.0,2.0,37.0,2
1252,Bisuvanahalli,700.0,1.0,32.0,2
1256,Bisuvanahalli,845.0,2.0,33.0,2
1257,Bisuvanahalli,945.0,2.0,33.0,2
1258,Bisuvanahalli,845.0,2.0,30.0,2
1269,Bisuvanahalli,850.0,2.0,27.0,2
1271,Bisuvanahalli,845.0,2.0,32.0,2
1273,Bisuvanahalli,845.0,2.0,34.0,2
1231,Bisuvanahalli,1180.0,3.0,48.0,3
1232,Bisuvanahalli,1075.0,2.0,35.0,3
1233,Bisuvanahalli,1075.0,2.0,46.0,3
1234,Bisuvanahalli,1075.0,2.0,36.0,3
1235,Bisuvanahalli,1075.0,2.0,37.0,3
1236,Bisuvanahalli,1075.0,2.0,45.0,3
1237,Bisuvanahalli,1075.0,3.0,36.0,3
1239,Bisuvanahalli,1075.0,2.0,45.0,3
1241,Bisuvanahalli,1075.0,2.0,35.99,3
1242,Bisuvanahalli,1075.0,2.0,36.0,3
1244,Bisuvanahalli,1075.0,2.0,47.0,3
1246,Bisuvanahalli,1075.0,2.0,50.0,3
1247,Bisuvanahalli,1075.0,2.0,52.0,3
1248,Bisuvanahalli,1180.0,2.0,46.0,3
1249,Bisuvanahalli,1075.0,2.0,42.0,3
1251,Bisuvanahalli,1075.0,2.0,43.0,3
1253,Bisuvanahalli,1075.0,2.0,52.0,3
1254,Bisuvanahalli,1075.0,2.0,50.0,3
1255,Bisuvanahalli,1075.0,2.0,41.0,3
1259,Bisuvanahalli,1200.0,2.0,41.0,3
1260,Bisuvanahalli,1180.0,2.0,45.0,3
1261,Bisuvanahalli,1075.0,2.0,43.0,3
1262,Bisuvanahalli,1080.0,2.0,45.0,3
1263,Bisuvanahalli,1180.0,2.0,55.5,3
1264,Bisuvanahalli,1075.0,2.0,47.0,3
1265,Bisuvanahalli,1075.0,2.0,48.0,3
1266,Bisuvanahalli,1075.0,2.0,37.0,3
1267,Bisuvanahalli,1075.0,2.0,45.0,3
1268,Bisuvanahalli,1075.0,2.0,44.0,3
1270,Bisuvanahalli,1075.0,2.0,42.0,3
